"53";"1";"52";"derryjellybies snooping around Tell-No-Tailors’ Corner and the fumes and the hopes and the strupithump of his ville’s"
"54";"1";"53";"indigenous romekeepers, homesweepers, domecreepers, thurum and thurum in fancymud murumd and all the uproor from all the"
"55";"1";"54";"aufroofs, a roof for may and a reef for hugh butt under his bridge suits tony) wan warning Phill filt tippling full. His"
"56";"1";"55";"howd feeled heavy, his hoddit did shake. (There was a wall of course in erection) Dimb! He stot-tered from the latter. Damb!"
"57";"1";"56";"he was dud. Dumb! Mastabatoom, mastabadtomm, when a mon merries his lute is all long. For whole the world to see."
"58";"1";"57";"Shize? I should shee! Macool, Macool, orra whyi deed ye diie? of a trying thirstay mournin? Sobs they sighdid at"
"59";"1";"58";"Fillagain’s chrissormiss wake, all the hoolivans of the nation, prostrated in their consternation and their duodisimally"
"60";"1";"59";"profusive plethora of ululation. There was plumbs and grumes and cheriffs and citherers and raiders and cinemen too. And the"
"61";"1";"60";"all gianed in with the shout-most shoviality. Agog and magog and the round of them agrog. To the continuation of that"
"62";"1";"61";"celebration until Hanandhunigan’s extermination! Some in kinkin corass, more, kankan keening. Belling him up and filling him"
"63";"1";"62";"down. He’s stiff but he’s steady is Priam Olim ! ’Twas he was the dacent gaylabouring youth. Sharpen his pillowscone, tap up"
"64";"1";"63";"his bier! E’erawhere in this whorl would ye hear sich a din again? With their deepbrow fundigs and the dusty fidelios. They"
"65";"1";"64";"laid him brawdawn alanglast bed. With a bockalips of finisky fore his feet. And a barrowload of guenesis hoer his head. Tee"
"66";"1";"65";"the tootal of the fluid hang the twoddle of the fuddled, O !"
"67";"1";"66";"Hurrah, there is but young gleve for the owl globe wheels in view which is tautaulogically the same thing. Well, Him a"
"68";"1";"67";"being so on the flounder of his bulk like an overgrown babeling, let wee peep, see, at Hom, well, see peegee ought he ought,"
"69";"1";"68";"platterplate. Hum ! From Shopalist to Bailywick or from ashtun to baronoath or from Buythebanks to Roundthehead or from the"
"70";"1";"69";"foot of the bill to ireglint’s eye he calmly extensolies. And all the way (a horn!) from fiord to fjell his baywinds’"
"71";"1";"70";"oboboes shall wail him  rockbound (hoahoahoah!) in swimswamswum and all the livvy-long night, the"
"72";"1";"71";"delldale dalppling night, the night of bluerybells, her flittaflute in tricky trochees (O carina! O carina!) wake him. With"
"73";"1";"72";"her issavan essavans and her patterjackmartins about all them inns and ouses. Tilling a teel of a tum, telling a toll of a"
"74";"1";"73";"tea-ry turty Taubling. Grace before Glutton. For what we are, gifs a gross if we are, about to believe. So pool the begg and"
"75";"1";"74";"pass the kish for crawsake. Omen. So sigh us. Grampupus is fallen down but grinny sprids the boord. Whase on the joint of a"
"76";"1";"75";"desh? Fin-foefom the Fush. Whase be his baken head? A loaf of Singpan - try’s Kennedy bread. And whase hitched to the hop in"
"77";"1";"76";"his tayle? A glass of Danu U’Dunnell’s foamous olde Dobbelin ayle. But, lo, as you would quaffoff his fraudstuff and sink"
"78";"1";"77";"teeth through that pyth of a flowerwhite bodey behold of him as behemoth for he is noewhemoe. Finiche! Only a fadograph of a"
"79";"1";"78";"yestern scene. Almost rubicund Salmosalar, ancient fromout the ages of the Ag-apemonides, he is smolten in our mist,"
"80";"1";"79";"woebecanned and packt away. So that meal’s dead off for summan, schlook, schlice and goodridhirring."
"81";"1";"80";"Yet may we not see still the brontoichthyan form outlined a-slumbered, even in our own nighttime by the sedge of the"
"82";"1";"81";"trout - ling stream that Bronto loved and Brunto has a lean on. Hic cubat edilis. Apud libertinam parvulam . Whatif"
"83";"1";"82";"she be in flags or flitters, reekierags or sundyechosies, with a mint of mines or beggar a pinnyweight. Arrah, sure, we all"
"84";"1";"83";"love little Anny Ruiny, or, we mean to say, lovelittle Anna Rayiny, when unda her brella, mid piddle med puddle, she"
"85";"1";"84";"ninnygoes nannygoes nancing by. Yoh! Brontolone slaaps, yoh snoores. Upon Benn Heather, in Seeple Isout too. The cranic head"
"86";"1";"85";"on him, caster of his reasons, peer yu-thner in yondmist. Whooth? His clay feet, swarded in verdigrass, stick up starck"
"87";"1";"86";"where he last fellonem, by the mund of the maga-zine wall, where our maggy seen all, with her sisterin shawl. While over"
"88";"1";"87";"against this belles’ alliance beyind Ill Sixty, ollol-lowed ill! bagsides of the fort, bom, tarabom, tarabom, lurk the"
"89";"1";"88";"ombushes, the site of the lyffing-inwait of the upjock and hock-ums. Hence when the clouds roll by, jamey, a proudseye view"
"90";"1";"89";"is  enjoyable of our mounding’s mass, now Wallinstone national museum, with, in some greenish"
"91";"1";"90";"distance, the charmful water-loose country and the two quitewhite villagettes who hear show of themselves so gigglesomes"
"92";"1";"91";"minxt the follyages, the prettilees! Penetrators are permitted into the museomound free. Welsh and the Paddy Patkinses, one"
"93";"1";"92";"shelenk! Redismembers invalids of old guard find poussepousse pousseypram to sate the sort of their butt. For her passkey"
"94";"1";"93";"supply to the janitrix, the mistress Kathe. Tip."
"95";"1";"94";"This the way to the museyroom. Mind your hats goan in! Now yiz are in the Willingdone Museyroom. This is a Prooshi-ous"
"96";"1";"95";"gunn. This is a ffrinch. Tip. This is the flag of the Prooshi - ous, the Cap and Soracer. This is the bullet that byng the"
"97";"1";"96";"flag of the Prooshious. This is the ffrinch that fire on the Bull that bang the flag of the Prooshious. Saloos the"
"98";"1";"97";"Crossgunn! Up with your pike and fork! Tip. (Bullsfoot! Fine!) This is the triplewon hat of Lipoleum. Tip. Lipoleumhat. This"
"99";"1";"98";"is the Willingdone on his same white harse, the Cokenhape. This is the big Sraughter Wil-lingdone, grand and magentic in his"
"100";"1";"99";"goldtin spurs and his ironed dux and his quarterbrass woodyshoes and his magnate’s gharters and his bangkok’s best and"
"101";"1";"100";"goliar’s goloshes and his pullupon-easyan wartrews. This is his big wide harse. Tip. This is the three lipoleum boyne"
"102";"1";"101";"grouching down in the living detch. This is an inimyskilling inglis, this is a scotcher grey, this is a davy, stooping. This"
"103";"1";"102";"is the bog lipoleum mordering the lipoleum beg. A Gallawghurs argaumunt. This is the petty lipoleum boy that was nayther bag"
"104";"1";"103";"nor bug. Assaye, assaye! Touchole Fitz Tuo-mush. Dirty MacDyke. And Hairy O’Hurry. All of them arminus-varminus. This is"
"105";"1";"104";"Delian alps. This is Mont Tivel, this is Mont Tipsey, this is the Grand Mons Injun. This is the crimealine of the alps"
"106";"1";"105";"hooping to sheltershock the three lipoleums. This is the jinnies with their legahorns feinting to read in their handmade’s"
"107";"1";"106";"book of stralegy while making their war undisides the Willingdone. The jinnies is a cooin her hand and the jinnies is a"
"108";"1";"107";"ravin her hair and the Willingdone git the band up. This is big Willingdone mormorial tallowscoop Wounderworker obscides on"
"109";"1";"108";"the flanks of the jinnies. Sexcaliber hrosspower. Tip. This  is me Belchum sneaking his phillippy"
"110";"1";"109";"out of his most Awful Grimmest Sunshat Cromwelly. Looted. This is the jinnies’ hast-ings dispatch for to irrigate the"
"111";"1";"110";"Willingdone. Dispatch in thin red lines cross the shortfront of me Belchum. Yaw, yaw, yaw! Leaper Orthor. Fear siecken!"
"112";"1";"111";"Fieldgaze thy tiny frow. Hugacting. Nap. That was the tictacs of the jinnies for to fontannoy the Willingdone. Shee, shee,"
"113";"1";"112";"shee! The jinnies is jillous agincourting all the lipoleums. And the lipoleums is gonn boycottoncrezy onto the one"
"114";"1";"113";"Willingdone. And the Willingdone git the band up. This is bode Belchum, bonnet to busby, breaking his secred word with a"
"115";"1";"114";"ball up his ear to the Willingdone. This is the Willingdone’s hur-old dispitchback. Dispitch desployed on the regions rare"
"116";"1";"115";"of me Belchum. Salamangra! Ayi, ayi, ayi! Cherry jinnies. Figtreeyou! Damn fairy ann, Voutre. Willingdone. That was the"
"117";"1";"116";"first joke of Willingdone, tic for tac. Hee, hee, hee! This is me Belchum in his twelvemile cowchooks, weet, tweet and"
"118";"1";"117";"stampforth foremost, footing the camp for the jinnies. Drink a sip, drankasup, for he’s as sooner buy a guinness than he’d"
"119";"1";"118";"stale store stout. This is Roo-shious balls. This is a ttrinch. This is mistletropes. This is Canon Futter with the"
"120";"1";"119";"popynose. After his hundred days’ indulgence. This is the blessed. Tarra’s widdars! This is jinnies in the bonny bawn"
"121";"1";"120";"blooches. This is lipoleums in the rowdy howses. This is the Willingdone, by the splinters of Cork, order fire. Tonnerre!"
"122";"1";"121";"(Bullsear! Play!) This is camelry, this is floodens, this is the solphereens in action, this is their mobbily, this is"
"123";"1";"122";"panickburns. Almeidagad! Arthiz too loose! This is Willingdone cry. Brum! Brum! Cumbrum! This is jinnies cry. Underwetter!"
"124";"1";"123";"Goat strip Finnlambs! This is jinnies rinning away to their ouster-lists dowan a bunkersheels. With a nip nippy nip and a"
"125";"1";"124";"trip trip - py trip so airy. For their heart’s right there. Tip. This is me Bel - chum’s tinkyou tankyou silvoor plate for"
"126";"1";"125";"citchin the crapes in the cool of his canister. Poor the pay! This is the bissmark of the marathon merry of the jinnies they"
"127";"1";"126";"left behind them. This is the Willingdone branlish his same marmorial tallowscoop Sophy-Key-Po for his royal divorsion on"
"128";"1";"127";"the rinnaway jinnies. Gam - bariste della porca! Dalaveras fimmieras! This is the pettiest  of the"
"129";"1";"128";"lipoleums, Toffeethief, that spy on the Willingdone from his big white harse, the Capeinhope. Stonewall Willingdone is an"
"130";"1";"129";"old maxy montrumeny. Lipoleums is nice hung bushel-lors. This is hiena hinnessy laughing alout at the Willing - done. This"
"131";"1";"130";"is lipsyg dooley krieging the funk from the hinnessy. This is the hinndoo Shimar Shin between the dooley boy and the"
"132";"1";"131";"hinnessy. Tip. This is the wixy old Willingdone picket up the half of the threefoiled hat of lipoleums fromoud of the"
"133";"1";"132";"bluddle filth. This is the hinndoo waxing ranjymad for a bombshoob. This is the Willingdone hanking the half of the hat of"
"134";"1";"133";"lipoleums up the tail on the buckside of his big white harse. Tip. That was the last joke of Willingdone. Hit, hit, hit!"
"135";"1";"134";"This is the same white harse of the Willingdone, Culpenhelp, waggling his tailoscrupp with the half of a hat of lipoleums to"
"136";"1";"135";"insoult on the hinndoo see-boy. Hney, hney, hney! (Bullsrag! Foul!) This is the seeboy, madrashattaras, upjump and pumpim,"
"137";"1";"136";"cry to the Willingdone: Ap Pukkaru! Pukka Yurap! This is the Willingdone, bornstable ghentleman, tinders his maxbotch to the"
"138";"1";"137";"cursigan Shimar Shin. Basucker youstead! This is the dooforhim seeboy blow the whole of the half of the hat of lipoleums off"
"139";"1";"138";"of the top of the tail on the back of his big wide harse. Tip (Bullseye! Game!) How Copen-hagen ended. This way the"
"140";"1";"139";"museyroom. Mind your boots goan out."
"141";"1";"140";"Phew!"
"142";"1";"141";"What a warm time we were in there but how keling is here the airabouts! We nowhere she lives but you mussna tell annaone"
"143";"1";"142";"for the lamp of Jig-a-Lanthern! It’s a candlelittle houthse of a month and one windies. Downadown, High Downadown. And"
"144";"1";"143";"num-mered quaintlymine. And such reasonable weather too ! The wa - grant wind’s awalt’zaround the piltdowns and on every"
"145";"1";"144";"blasted knollyrock (if you can spot fifty I spy four more) there’s that gnarlybird ygathering, a runalittle, doalittle,"
"146";"1";"145";"preealittle, pouralittle, wipealittle, kicksalittle, severalittle, eatalittle, whinealittle, kenalittle, helfalittle,"
"147";"1";"146";"pelfalittle gnarlybird. A verytableland of bleakbardfields! Under his seven wrothschields lies one, Lumproar. His glav"
"148";"1";"147";"toside him. Skud ontorsed. Our pigeons pair are flewn for northcliffs.  The three of crows have"
"149";"1";"148";"flapped it southenly, kraaking of de baccle to the kvarters of that sky whence triboos answer; Wail, ’tis well! She niver"
"150";"1";"149";"comes out when Thon’s on shower or when Thon’s flash with his Nixy girls or when Thon’s blowing toom-cracks down the gaels"
"151";"1";"150";"of Thon. No nubo no! Neblas on you liv! Her would be too moochy afreet. Of Burymeleg and Bindme-rollingeyes and all the deed"
"152";"1";"151";"in the woe. Fe fo fom! She jist does hopes till byes will be byes. Here, and it goes on to appear now, she comes, a"
"153";"1";"152";"peacefugle, a parody’s bird, a peri potmother, a pringlpik in the ilandiskippy, with peewee and powwows in beggybaggy on her"
"154";"1";"153";"bickybacky and a flick flask fleckflinging its pixylighting pacts’ huemeramybows, picking here, pecking there, pussypussy"
"155";"1";"154";"plunderpussy. But it’s the armitides toonigh, militopucos, and toomourn we wish for a muddy kissmans to the minutia workers"
"156";"1";"155";"and there’s to be a gorgeups truce for happinest childher everwere. Come nebo me and suso sing the day we sallybright. She’s"
"157";"1";"156";"burrowed the coacher’s headlight the better to pry (who goes cute goes siocur and shoos aroun) and all spoiled goods go into"
"158";"1";"157";"her nabsack: curtrages and rattlin buttins, nappy spattees and flasks of all nations, clavicures and scampulars, maps, keys"
"159";"1";"158";"and woodpiles of haypennies and moonled brooches with bloodstaned breeks in em, boaston nightgarters and masses of shoesets"
"160";"1";"159";"and nickelly nacks and foder allmicheal and a lugly parson of cates and howitzer muchears and midgers and maggets, ills and"
"161";"1";"160";"ells with loffs of toffs and pleures of bells and the last sigh that come fro the hart (bucklied!) and the fairest sin the"
"162";"1";"161";"sunsaw (that’s cearc!). With Kiss. Kiss Criss. Cross Criss. Kiss Cross. Undo lives â€˜end. Slain."
"163";"1";"162";"How bootifull and how truetowife of her, when strengly fore-bidden, to steal our historic presents from the past"
"164";"1";"163";"postpropheti - cals so as to will make us all lordy heirs and ladymaidesses of a pretty nice kettle of fruit. She is livving"
"165";"1";"164";"in our midst of debt and laffing through all plores for us (her birth is uncontrollable), with a naperon for her mask and"
"166";"1";"165";"her sabboes kickin arias (so sair! so solly!) if yous ask me and I saack you. Hou! Hou! Gricks may rise and Troysirs fall"
"167";"1";"166";"(there being two sights for ever a picture)  for in the byways of high improvidence that’s what"
"168";"1";"167";"makes life-work leaving and the world’s a cell for citters to cit in. Let young wimman run away with the story and let young"
"169";"1";"168";"min talk smooth behind the butteler’s back. She knows her knight’s duty while Luntum sleeps. Did ye save any tin? says he."
"170";"1";"169";"Did I what? with a grin says she. And we all like a marriedann because she is mer-cenary. Though the length of the land lies"
"171";"1";"170";"under liquidation (floote!) and there’s nare a hairbrow nor an eyebush on this glau-brous phace of Herrschuft Whatarwelter"
"172";"1";"171";"she’ll loan a vesta and hire some peat and sarch the shores her cockles to heat and she’ll do all a turfwoman can to piff"
"173";"1";"172";"the business on. Paff. To puff the blaziness on. Poffpoff. And even if Humpty shell fall frumpty times as awkward again in"
"174";"1";"173";"the beardsboosoloom of all our grand remonstrancers there’ll be iggs for the brekkers come to mourn-him, sunny side up with"
"175";"1";"174";"care. So true is it that therewhere’s a turnover the tay is wet too and when you think you ketch sight of a hind make sure"
"176";"1";"175";"but you’re cocked by a hin."
"177";"1";"176";"Then as she is on her behaviourite job of quainance bandy, fruting for firstlings and taking her tithe, we may take our"
"178";"1";"177";"review of the two mounds to see nothing of the himples here as at else-where, by sixes and sevens, like so many heegills and"
"179";"1";"178";"collines, sitton aroont, scentbreeched ant somepotreek, in their swisha-wish satins and their taffetaffe tights, playing"
"180";"1";"179";"Wharton’s Folly, at a treepurty on the planko in the purk. Stand up, mickos! Make strake for minnas ! By order, Nicholas"
"181";"1";"180";"Proud. We may see and hear nothing if we choose of the shortlegged bergins off Corkhill or the bergamoors of Arbourhill or"
"182";"1";"181";"the bergagambols of Summerhill or the bergincellies of Miseryhill or the country-bossed bergones of Constitutionhill though"
"183";"1";"182";"every crowd has its several tones and every trade has its clever mechanics and each harmonical has a point of its own,"
"184";"1";"183";"Olaf’s on the rise and Ivor’s on the lift and Sitric’s place’s between them. But all they are all there scraping along to"
"185";"1";"184";"sneeze out a likelihood that will solve and salve life’s robulous rebus, hopping round his middle like kippers on a griddle,"
"186";"1";"185";"O, as he lays dormont from the macroborg of Holdhard to the microbirg of Pied de Poudre. Behove this  sound of Irish sense. Really? Here English might be seen. Royally? One sovereign punned to petery pence."
"187";"1";"186";"Regally? The silence speaks the scene. Fake!"
"188";"1";"187";"So This Is Dyoublong?"
"189";"1";"188";"Hush! Caution ! Echoland !"
"190";"1";"189";"How charmingly exquisite! It reminds you of the outwashed engravure that we used to be blurring on the blotchwall of his"
"191";"1";"190";"innkempt house. Used they? (I am sure that tiring chabelshovel-ler with the mujikal chocolat box, Miry Mitchel, is"
"192";"1";"191";"listening) I say, the remains of the outworn gravemure where used to be blurried the Ptollmens of the Incabus. Used we? (He"
"193";"1";"192";"is only pre-tendant to be stugging at the jubalee harp from a second existed lishener, Fiery Farrelly.) It is well known."
"194";"1";"193";"Lokk for himself and see the old butte new. Dbln. W. K. O. O. Hear? By the mauso-lime wall. Fimfim fimfim. With a grand"
"195";"1";"194";"funferall. Fumfum fum - fum. ’Tis optophone which ontophanes. List! Wheatstone’s magic lyer. They will be tuggling foriver."
"196";"1";"195";"They will be lichening for allof. They will be pretumbling forover. The harpsdischord shall be theirs for ollaves."
"197";"1";"196";"Four things therefore, saith our herodotary Mammon Lujius in his grand old historiorum, wrote near Boriorum, bluest book"
"198";"1";"197";"in baile’s annals, f t. in Dyffinarsky ne’er sall fail til heathersmoke and cloudweed Eire’s ile sall pall. And here now"
"199";"1";"198";"they are, the fear of um. T. Totities! Unum . (Adar.) A bulbenboss surmounted upon an alderman. Ay, ay!"
"200";"1";"199";"Duum . (Nizam.) A shoe on a puir old wobban. Ah, ho! Triom . (Tamuz.) An auburn mayde, o’brine a’bride, to"
"201";"1";"200";"be desarted. Adear, adear! Quodlibus . (Marchessvan.) A penn no weightier nor a polepost. And so. And all."
"202";"1";"201";"(Succoth.)"
"203";"1";"202";"So, how idlers’ wind turning pages on pages, as innocens with anaclete play popeye antipop, the leaves of the living in"
"204";"1";"203";"the boke of the deeds, annals of themselves timing the cycles of events grand and national, bring fassilwise to pass"
"205";"1";"204";"how."
"206";"1";"205";"1132 A.D. Men like to ants or emmets wondern upon a groot hwide Whallfisk which lay in a Runnel. Blubby wares upat"
"207";"1";"206";"Ub-lanium."
"208";"1";"207";"566 A.D. On Baalfire’s night of this year after deluge a crone that  hadde a wickered Kish for"
"209";"1";"208";"to hale dead tunes from the bog look-it under the blay of her Kish as she ran for to sothisfeige her cow - rieosity and be"
"210";"1";"209";"me sawl but she found hersell sackvulle of swart goody quickenshoon ant small illigant brogues, so rich in sweat. Blurry"
"211";"1";"210";"works at Hurdlesford."
"212";"1";"211";"(Silent.)"
"213";"1";"212";"566 A.D. At this time it fell out that a brazenlockt damsel grieved (sobralasolas! ) because that Puppette her"
"214";"1";"213";"minion was ravisht-of her by the ogre Puropeus Pious. Bloody wars in Ballyaughacleeagh-bally."
"215";"1";"214";"1132. A.D. Two sons at an hour were born until a goodman and his hag. These sons called themselves Caddy and Primas."
"216";"1";"215";"Primas was a santryman and drilled all decent people. Caddy went to Winehouse and wrote o peace a farce. Blotty words for"
"217";"1";"216";"Dublin."
"218";"1";"217";"Somewhere, parently, in the ginnandgo gap between antedilu-vious and annadominant the copyist must have fled with his"
"219";"1";"218";"scroll. The billy flood rose or an elk charged him or the sultrup worldwright from the excelsissimost empyrean (bolt, in"
"220";"1";"219";"sum) earthspake or the Dannamen gallous banged pan the bliddy du-ran. A scribicide then and there is led off under old’s"
"221";"1";"220";"code with some fine covered by six marks or ninepins in metalmen for the sake of his labour’s dross while it will be only"
"222";"1";"221";"now and again in our rear of o’er era, as an upshoot of military and civil engage-ments, that a gynecure was let on to the"
"223";"1";"222";"scuffold for taking that same fine sum covertly by meddlement with the drawers of his neighbour’s safe."
"224";"1";"223";"Now after all that farfatch’d and peragrine or dingnant or clere lift we our ears, eyes of the darkness, from the tome of"
"225";"1";"224";"Liber Lividus and, (toh!), how paisibly eirenical, all dimmering dunes and gloamering glades, selfstretches afore"
"226";"1";"225";"us our fredeland’s plain! Lean neath stone pine the pastor lies with his crook; young pric-ket by pricket’s sister nibbleth"
"227";"1";"226";"on returned viridities; amaid her rocking grasses the herb trinity shams lowliness; skyup is of ever-grey. Thus, too, for"
"228";"1";"227";"donkey’s years. Since the bouts of Hebear and Hairyman the cornflowers have been staying at Ballymun,  the duskrose has choosed out Goatstown’s hedges, twolips have pressed togatherthem by sweet Rush, townland"
"229";"1";"228";"of twinedlights, the whitethorn and the redthorn have fairygeyed the mayvalleys of Knockmaroon, and, though for rings round"
"230";"1";"229";"them, during a chiliad of perihelygangs, the Formoreans have brittled the too-ath of the Danes and the Oxman has been"
"231";"1";"230";"pestered by the Fire - bugs and the Joynts have thrown up jerrybuilding to the Kevan - ses and Little on the Green is"
"232";"1";"231";"childsfather to the City (Year! Year! And laughtears!), these paxsealing buttonholes have quad-rilled across the centuries"
"233";"1";"232";"and whiff now whafft to us, fresh and made-of-all-smiles as, on the eve of Killallwho."
"234";"1";"233";"The babbelers with their thangas vain have been (confusium hold them!) they were and went; thigging thugs were and"
"235";"1";"234";"hou-hnhymn songtoms were and comely norgels were and pollyfool fiansees. Menn have thawed, clerks have surssurhummed, the"
"236";"1";"235";"blond has sought of the brune: Elsekiss thou may, mean Kerry piggy?: and the duncledames have countered with the hellish"
"237";"1";"236";"fel-lows: Who ails tongue coddeau, aspace of dumbillsilly? And they fell upong one another: and themselves they have fallen."
"238";"1";"237";"And still nowanights and by nights of yore do all bold floras of the field to their shyfaun lovers say only: Cull me ere I"
"239";"1";"238";"wilt to thee!: and, but a little later: Pluck me whilst I blush! Well may they wilt, marry, and profusedly blush, be troth!"
"240";"1";"239";"For that saying is as old as the howitts. Lave a whale a while in a whillbarrow (isn’t it the truath I’m tallin ye?) to have"
"241";"1";"240";"fins and flippers that shimmy and shake. Tim Timmycan timped hir, tampting Tam. Fleppety! Flippety! Fleapow!"
"242";"1";"241";"Hop!"
"243";"1";"242";"In the name of Anem this carl on the kopje in pelted thongs a parth a lone who the joebiggar be he? Forshapen his pigmaid"
"244";"1";"243";"hoagshead, shroonk his plodsfoot. He hath locktoes, this short-shins, and, Obeold that’s pectoral, his mammamuscles most"
